location,bhk,bathrooms,area_sqft,parking,furnishing,metro_distance_km,property_age,floor,total_floors,price
Saket,2,1,3898,1,Unfurnished,0.71,0,4,8,21567981
Saket,5,1,2267,0,Furnished,12.42,8,1,4,11912481
Pitampura,2,3,3675,2,Semi-Furnished,7.57,13,14,17,18723713
Laxmi Nagar,3,3,1409,0,Semi-Furnished,14.24,1,13,31,7072395
Karol Bagh,2,4,2180,2,Furnished,12.71,15,6,7,11268612
Janakpuri,2,1,2731,2,Unfurnished,3.56,1,7,9,13981828
Janakpuri,3,2,3280,2,Unfurnished,7.41,0,17,25,16356480
Dwarka,5,1,2056,2,Furnished,5.69,16,10,19,11396979
Rohini,4,4,659,1,Furnished,4.01,13,15,18,3471568
Karol Bagh,3,3,3323,1,Furnished,6.32,13,2,19,18114347
Janakpuri,2,3,1598,0,Furnished,11.36,14,17,34,8031789
Rohini,1,3,1611,1,Unfurnished,7.27,5,5,16,8290061
South Extension,5,4,1132,0,Furnished,2.38,8,2,13,11714489
Saket,4,2,3458,2,Semi-Furnished,6.79,16,6,21,17130826
Laxmi Nagar,4,3,3992,0,Semi-Furnished,10.46,0,10,24,21416222
Rohini,5,1,734,0,Furnished,3.15,11,11,27,4104791
Karol Bagh,1,2,2236,0,Unfurnished,7.39,18,12,16,10252032
South Extension,1,1,2025,2,Semi-Furnished,7.76,8,3,17,19086134
Noida,2,4,2497,2,Unfurnished,5.86,6,9,21,12043112
Ghaziabad,5,1,1623,2,Semi-Furnished,10.93,8,9,14,8156002
South Extension,1,4,3168,2,Unfurnished,9.31,1,9,16,27923187
Karol Bagh,4,2,3574,1,Unfurnished,9.85,7,1,4,17185794
South Extension,4,3,2774,0,Furnished,1.34,9,12,26,29389817
Saket,2,2,3673,1,Semi-Furnished,0.78,3,14,23,21363252
Janakpuri,1,3,2658,1,Furnished,8.2,19,11,14,14123877
Dwarka,4,2,2777,0,Semi-Furnished,5.02,15,15,31,14097794
Gurugram,4,2,2495,2,Furnished,8.84,9,15,23,24615989
Dwarka,5,2,3962,0,Unfurnished,5.46,6,12,27,20434166
Rohini,3,1,983,0,Semi-Furnished,14.63,14,19,27,4471951
Janakpuri,3,4,724,2,Unfurnished,11.82,7,13,16,3065174
Janakpuri,3,1,988,0,Semi-Furnished,4.08,12,15,26,5718613
Ghaziabad,4,2,1627,0,Furnished,3.97,19,18,28,8966825
Pitampura,4,2,732,0,Semi-Furnished,3.77,11,7,16,3756801
Ghaziabad,2,1,1917,2,Furnished,8.89,10,13,20,10907497
Dwarka,4,3,3410,2,Unfurnished,4.27,16,15,34,16799241
South Extension,4,1,3106,2,Furnished,10.76,17,17,34,28499476
Rohini,4,4,2908,2,Furnished,1.15,0,18,23,18191429
Karol Bagh,2,3,3283,0,Furnished,14.26,13,5,10,16342513
Saket,2,2,3261,1,Unfurnished,6.78,2,6,13,16915937
Ghaziabad,5,3,1119,0,Furnished,2.49,10,13,30,6164410
Ghaziabad,4,4,2105,0,Furnished,3.36,2,16,27,12325280
Pitampura,5,1,2821,2,Furnished,3.05,5,18,23,17080140
Ghaziabad,4,3,1296,2,Unfurnished,5.65,16,11,21,6629570
Gurugram,2,2,1770,0,Furnished,12.89,3,15,15,17764869
Saket,1,3,3301,1,Unfurnished,12.9,11,9,13,14466302
Rohini,4,1,3727,1,Semi-Furnished,12.17,9,8,9,18048310
Saket,3,2,3160,2,Semi-Furnished,0.92,2,12,24,18594420
Janakpuri,2,4,3836,1,Furnished,6.27,1,19,19,22234817
Noida,5,3,1479,0,Semi-Furnished,0.97,2,17,23,8970854
Pitampura,2,2,3588,1,Semi-Furnished,14.89,19,18,21,16209402
Pitampura,2,1,3629,1,Semi-Furnished,13.81,19,10,20,16430015
Gurugram,1,1,2413,0,Furnished,3.04,1,13,21,26088371
Gurugram,4,1,3827,2,Unfurnished,8.67,2,12,30,33865392
Saket,5,4,2746,2,Semi-Furnished,13.6,7,5,18,13369131
Pitampura,2,4,1922,1,Unfurnished,3.47,7,9,24,9440369
South Extension,4,2,974,1,Unfurnished,14.14,4,1,3,7967199
Karol Bagh,3,4,2482,0,Semi-Furnished,11.04,9,4,6,12057019
Dwarka,1,1,3018,0,Semi-Furnished,4.6,12,5,13,15477267
Noida,5,1,1199,1,Furnished,5.75,9,8,14,7224633
Janakpuri,5,1,711,2,Furnished,13.3,14,4,15,3866425
Vasant Kunj,3,3,919,2,Furnished,6.53,12,18,22,9633385
Rohini,3,3,705,0,Furnished,5.88,14,4,10,3529622
Janakpuri,5,2,3208,0,Unfurnished,6.02,9,10,11,15825886
Saket,1,1,509,1,Unfurnished,4.35,3,16,35,2478657
Noida,1,3,3464,0,Unfurnished,1.99,0,19,22,18206737
Ghaziabad,1,3,1611,1,Unfurnished,10.61,6,6,6,8060338
Rohini,2,3,1008,1,Semi-Furnished,5.5,1,9,17,5623718
Rohini,4,4,2792,2,Semi-Furnished,2.22,16,12,27,14543179
Saket,5,3,691,0,Semi-Furnished,5.02,14,4,7,3425740
Dwarka,1,3,542,2,Semi-Furnished,0.67,0,14,15,3361223
Janakpuri,4,4,3886,0,Semi-Furnished,12.35,0,17,24,20210712
Karol Bagh,5,1,1976,2,Semi-Furnished,7.49,7,13,28,10735067
Karol Bagh,3,3,3263,2,Unfurnished,13.25,19,4,15,13617370
Ghaziabad,2,4,3593,2,Semi-Furnished,7.77,7,7,20,18827119
Pitampura,3,2,3562,2,Unfurnished,9.61,19,16,23,15860986
Noida,1,1,1535,1,Furnished,6.16,4,12,28,9201589
Vasant Kunj,1,1,3116,1,Unfurnished,9.28,0,18,33,28390348
Pitampura,3,2,2744,2,Unfurnished,1.32,14,7,10,13848242
Karol Bagh,5,4,2938,2,Semi-Furnished,2.18,18,18,27,15665520
Ghaziabad,1,4,2765,1,Semi-Furnished,8.02,16,2,7,14031048
Saket,5,4,1841,0,Unfurnished,11.2,19,9,25,8017890
Noida,1,4,3566,2,Furnished,3.48,2,16,17,21516844
Noida,2,2,521,1,Semi-Furnished,9.25,6,15,20,3139048
Vasant Kunj,3,1,1449,2,Semi-Furnished,9.54,14,2,3,13181909
Rohini,3,2,2242,2,Semi-Furnished,10.3,0,16,21,12036330
Saket,3,4,1582,1,Unfurnished,13.06,0,19,28,7913341
Vasant Kunj,3,2,3494,0,Semi-Furnished,3.44,3,2,14,35530325
Rohini,1,1,800,2,Unfurnished,4.17,3,19,19,3759393
Rohini,4,1,3808,1,Furnished,3.23,5,16,21,22596288
Pitampura,2,2,2318,1,Semi-Furnished,5.24,19,15,29,11686657
Saket,5,3,572,2,Semi-Furnished,0.63,16,11,19,2915500
Dwarka,2,4,2016,2,Unfurnished,3.39,14,15,15,9681396
Janakpuri,5,3,1443,1,Semi-Furnished,1.41,17,3,3,7247016
Ghaziabad,2,2,1827,2,Semi-Furnished,12.66,5,19,22,9056763
Gurugram,5,4,2934,1,Semi-Furnished,7.95,13,8,26,26331836
Laxmi Nagar,1,1,3056,1,Semi-Furnished,12.1,6,17,17,15188148
South Extension,5,1,2373,2,Unfurnished,7.09,10,6,13,20934501
South Extension,2,4,2142,0,Semi-Furnished,11.87,17,2,12,18710224
Laxmi Nagar,1,1,3319,1,Furnished,7.79,10,4,18,18027846
Noida,3,2,3481,1,Semi-Furnished,6.43,5,6,21,18476888
Ghaziabad,5,1,3261,0,Unfurnished,11.33,2,13,27,15569576
Karol Bagh,3,3,1463,0,Semi-Furnished,0.62,11,10,29,7917380
South Extension,1,1,1834,1,Unfurnished,13.75,4,4,17,15606651
Vasant Kunj,1,2,813,2,Unfurnished,3.86,16,9,14,7256916
Gurugram,5,3,3610,1,Furnished,8.06,4,10,26,36767053
Janakpuri,3,2,3372,2,Semi-Furnished,9.35,14,5,17,16252769
Gurugram,4,3,2147,2,Semi-Furnished,6.73,7,2,6,20929225
Ghaziabad,4,2,2129,1,Furnished,8.35,16,11,20,11157800
Noida,2,2,2530,2,Unfurnished,3.72,8,10,20,13147553
Dwarka,3,2,3953,2,Semi-Furnished,8.57,14,1,1,19854308
Pitampura,3,2,2459,2,Furnished,11.43,17,2,20,12338146
Dwarka,1,2,592,2,Unfurnished,2.17,16,7,23,3278459
Dwarka,5,1,804,2,Furnished,3.46,16,7,7,4264136
Vasant Kunj,1,3,750,0,Unfurnished,6.42,10,16,24,6152730
Pitampura,1,1,1004,1,Semi-Furnished,12.73,18,12,30,4657833
Laxmi Nagar,1,3,1217,0,Furnished,3.16,1,9,21,7834273
Dwarka,3,3,3489,1,Semi-Furnished,9.89,17,19,34,17256983
Vasant Kunj,4,3,2732,2,Unfurnished,1.47,16,13,30,24982716
Ghaziabad,5,1,2882,0,Unfurnished,8.61,2,19,21,14609035
Vasant Kunj,3,3,3121,2,Unfurnished,5.86,10,11,21,27428727
Vasant Kunj,1,1,2895,2,Semi-Furnished,12.17,14,16,19,25226170
Pitampura,1,2,2861,0,Furnished,8.06,6,17,19,15702154
Dwarka,3,4,543,0,Furnished,6.11,8,6,22,3344586
Ghaziabad,3,1,1357,1,Unfurnished,8.89,9,12,21,6751175
Saket,5,3,553,2,Unfurnished,3.19,12,2,13,3226920
Janakpuri,4,3,3778,0,Unfurnished,8.98,17,12,30,17035669
Saket,2,2,3283,0,Furnished,4.44,5,15,17,19292027
Rohini,3,2,2608,0,Semi-Furnished,8.17,13,13,16,12836620
Laxmi Nagar,2,3,1474,2,Unfurnished,11.78,5,5,24,7259830
Dwarka,1,4,891,0,Unfurnished,7.23,5,3,17,4827007
Janakpuri,4,4,2337,1,Unfurnished,11.86,13,8,14,10367220
Laxmi Nagar,5,2,2437,1,Semi-Furnished,11.35,0,6,21,12700631
Janakpuri,4,3,1456,2,Unfurnished,12.12,9,3,15,6244132
Ghaziabad,3,3,3971,0,Unfurnished,5.11,2,11,29,20042730
Saket,3,2,2546,0,Unfurnished,3.86,5,14,31,13071794
South Extension,4,4,2754,2,Furnished,0.58,2,16,20,31114202
Gurugram,5,2,838,0,Furnished,1.51,18,11,12,8573188
Janakpuri,5,3,1799,2,Furnished,13.09,10,14,15,9360336
Dwarka,4,1,3762,2,Semi-Furnished,7.3,11,18,21,19776841
Ghaziabad,1,2,2444,1,Unfurnished,1.27,10,18,35,12966721
Gurugram,3,1,1439,0,Furnished,1.29,8,10,28,15875814
Karol Bagh,4,1,2178,1,Unfurnished,7.1,14,17,30,10067237
Laxmi Nagar,2,4,933,0,Semi-Furnished,9.34,10,15,26,4394138
Janakpuri,4,2,2713,2,Furnished,9.77,12,13,14,14472822
Laxmi Nagar,1,2,2357,1,Furnished,8.96,7,12,19,12977950
Karol Bagh,4,4,1552,1,Unfurnished,1.73,19,16,29,7563305
Karol Bagh,3,3,1475,0,Semi-Furnished,14.65,15,9,11,6840649
Saket,4,1,1757,0,Unfurnished,9.53,7,15,28,8254293
Rohini,4,3,1832,2,Unfurnished,6.24,16,10,28,8703969
Laxmi Nagar,3,2,2469,2,Unfurnished,3.56,1,18,23,12533364
Rohini,2,4,1063,2,Unfurnished,2.64,2,5,12,5881285
South Extension,4,4,2442,2,Furnished,5.23,7,10,16,25429255
Saket,1,4,1136,0,Furnished,1.41,4,4,21,6939809
Laxmi Nagar,2,3,3946,2,Unfurnished,8.67,4,6,15,19516193
Dwarka,3,4,3683,1,Semi-Furnished,13.19,0,10,19,19091966
Saket,2,1,3337,0,Unfurnished,5.53,17,19,30,16197197
Pitampura,1,3,2653,2,Unfurnished,1.15,6,13,29,13592393
Vasant Kunj,1,4,3207,1,Semi-Furnished,3.33,17,13,28,29760193
Saket,4,4,3609,2,Unfurnished,10.04,2,16,33,17975627
Gurugram,4,3,2892,1,Semi-Furnished,13.6,12,17,33,25233705
Vasant Kunj,3,1,1516,1,Unfurnished,13.11,3,7,14,12787322
Vasant Kunj,5,4,3758,1,Furnished,2.41,2,3,15,41105223
Gurugram,2,4,905,0,Unfurnished,8.86,7,6,19,7864784
Rohini,3,2,886,2,Semi-Furnished,5.39,4,9,28,5009710
Saket,4,1,3186,1,Unfurnished,11.99,19,13,29,14286268
Saket,4,1,1410,0,Semi-Furnished,1.86,7,18,30,7726381
Janakpuri,3,2,1634,2,Unfurnished,9.05,4,17,32,7593008
Karol Bagh,2,2,1221,2,Unfurnished,9.16,6,13,30,6107233
Ghaziabad,2,1,1694,0,Semi-Furnished,11.56,15,17,24,8422937
South Extension,4,3,1724,1,Unfurnished,11.72,19,1,20,13826709
Laxmi Nagar,1,4,3286,2,Unfurnished,7.01,8,15,26,16439963
Laxmi Nagar,1,1,3451,2,Semi-Furnished,3.02,0,11,18,19772352
South Extension,3,3,3162,2,Unfurnished,9.95,0,8,13,28389828
Gurugram,2,2,992,2,Unfurnished,8.11,8,17,19,8701329
Saket,3,4,1316,0,Semi-Furnished,14.44,7,19,25,6390692
Ghaziabad,3,1,1529,2,Furnished,3.29,1,6,10,9190357
Janakpuri,4,4,3789,0,Furnished,4.58,12,17,25,21881727
Laxmi Nagar,4,2,2630,1,Furnished,4.53,13,8,8,14875167
Saket,2,4,3156,2,Semi-Furnished,14.78,15,18,21,14161253
Dwarka,4,3,636,2,Semi-Furnished,2.86,11,14,26,3714620
Gurugram,2,3,1773,1,Semi-Furnished,1.37,8,8,17,18101506
Janakpuri,3,4,1528,2,Unfurnished,11.48,15,17,31,6574250
Ghaziabad,1,1,3853,2,Furnished,6.33,17,12,15,21063170
Pitampura,1,2,2101,1,Semi-Furnished,14.13,19,17,36,9186179
Dwarka,5,2,2544,0,Unfurnished,2.2,14,14,33,12252184
Laxmi Nagar,1,1,1483,0,Unfurnished,6.16,5,17,27,7854723
Saket,4,3,970,2,Unfurnished,14.01,2,8,10,4954625
Dwarka,2,2,844,0,Furnished,1.7,10,5,17,5437159
Dwarka,5,4,942,0,Furnished,8.98,4,9,24,5041462
Pitampura,1,4,2223,2,Unfurnished,10.05,11,12,18,10582614
Vasant Kunj,5,3,2491,2,Semi-Furnished,8.64,8,7,21,22737900
Janakpuri,4,1,2111,0,Semi-Furnished,7.14,7,5,19,11568768
Vasant Kunj,1,1,3762,1,Furnished,5.71,14,17,22,37625728
Vasant Kunj,5,4,2555,1,Unfurnished,12.18,16,13,29,20444608
Ghaziabad,1,4,1089,0,Unfurnished,12.69,13,14,28,5225174
Rohini,5,3,768,0,Unfurnished,4.5,2,6,10,4162209
Rohini,2,1,906,0,Unfurnished,9.22,14,5,24,3776938
Pitampura,3,4,1253,1,Unfurnished,5.32,13,14,26,6054265
Gurugram,4,3,3970,2,Unfurnished,11.72,14,12,14,32381632
Laxmi Nagar,3,3,2439,2,Unfurnished,6.35,15,12,19,11429621
South Extension,5,1,644,2,Semi-Furnished,4.2,0,3,6,6407224
Gurugram,2,4,2945,0,Unfurnished,1.52,14,4,11,26522146
Saket,4,4,1713,0,Unfurnished,3.69,12,2,4,8800220
Noida,3,3,2748,2,Unfurnished,3.7,7,7,18,14235910
Pitampura,2,1,3884,2,Semi-Furnished,1.82,5,18,35,22204819
Laxmi Nagar,5,1,922,1,Unfurnished,12.45,12,5,10,3929207
Janakpuri,2,1,3041,0,Furnished,13.77,9,18,32,15914286
Vasant Kunj,2,4,956,0,Semi-Furnished,13.57,5,16,18,8544950
Laxmi Nagar,3,3,1924,2,Unfurnished,6.23,8,19,23,9085638
Karol Bagh,3,2,1716,1,Furnished,11.86,10,13,22,9167202
Karol Bagh,1,4,2623,2,Semi-Furnished,7.16,17,17,25,13031599
Vasant Kunj,2,3,624,2,Semi-Furnished,6.59,19,2,14,5843938
Laxmi Nagar,1,2,1217,1,Semi-Furnished,1.72,8,14,16,6920970
Pitampura,2,2,2646,2,Semi-Furnished,0.84,12,7,23,14142900
Noida,2,4,2668,1,Furnished,13.94,10,16,32,14006961
Ghaziabad,2,3,1512,2,Furnished,8.96,5,12,22,8144934
Ghaziabad,2,4,1856,2,Furnished,0.59,14,8,14,10908753
Dwarka,4,4,640,1,Furnished,2.87,16,4,11,4073504
Rohini,2,4,3351,1,Furnished,5.39,11,5,20,19356785
Janakpuri,2,3,2528,0,Furnished,6.91,2,15,18,15103629
Saket,4,3,960,1,Unfurnished,3.52,4,6,9,4496230
Saket,2,1,1449,1,Unfurnished,6.18,1,13,23,7571212
Gurugram,5,4,3081,2,Semi-Furnished,4.81,6,19,37,30304396
Pitampura,4,3,3906,0,Furnished,2.55,3,18,35,23766781
Pitampura,4,3,3185,2,Semi-Furnished,5.73,3,12,13,17549568
Pitampura,1,2,2130,2,Unfurnished,2.2,9,3,21,10730042
Dwarka,5,4,2357,2,Furnished,6.46,1,2,18,14331496
Karol Bagh,5,3,3678,0,Unfurnished,2.37,3,7,21,19043746
Ghaziabad,4,3,3796,2,Semi-Furnished,14.88,0,15,24,19390554
South Extension,2,2,1631,2,Furnished,2.33,7,18,28,17860975
Ghaziabad,5,3,511,2,Furnished,10.31,16,2,18,2851627
Rohini,2,4,3241,1,Semi-Furnished,5.98,9,10,17,17008418
Karol Bagh,5,4,1884,1,Furnished,3.67,4,16,28,10920933
Karol Bagh,1,4,3301,2,Furnished,2.14,15,2,3,19191591
Karol Bagh,1,4,2381,0,Unfurnished,9.53,1,16,35,11492075
Saket,4,2,820,2,Semi-Furnished,8.45,1,14,15,4427578
Karol Bagh,4,1,3727,0,Furnished,0.86,9,14,27,22766938
Vasant Kunj,2,4,1173,1,Unfurnished,6.4,5,4,16,10701305
Ghaziabad,5,4,939,0,Semi-Furnished,4.96,12,4,23,4968794
Noida,3,3,979,0,Furnished,4.44,4,4,11,5681603
Vasant Kunj,4,4,1860,0,Unfurnished,12.64,6,14,28,15879599
Karol Bagh,1,1,1833,2,Furnished,7.74,4,13,32,10530113
Saket,3,2,1346,2,Unfurnished,0.5,2,17,35,6895858
Saket,5,3,2838,0,Unfurnished,7.96,5,2,14,13790820
Pitampura,4,3,2619,2,Unfurnished,7.46,11,11,17,12231928
Ghaziabad,3,1,2601,1,Semi-Furnished,1.45,19,14,16,14087994
Vasant Kunj,2,1,3682,0,Semi-Furnished,6.34,19,6,13,32791652
Pitampura,3,1,2678,2,Semi-Furnished,10.17,11,12,31,13617511
Ghaziabad,4,1,2202,2,Furnished,7.75,5,13,23,12527414
Laxmi Nagar,5,4,1609,2,Furnished,9.45,10,19,26,8518624
Vasant Kunj,2,2,3174,1,Furnished,4.82,12,9,28,32025580
Saket,3,4,2074,2,Furnished,8.99,13,11,20,11399497
Gurugram,2,3,3846,1,Semi-Furnished,4.16,5,17,26,38046098
Vasant Kunj,1,3,1755,2,Semi-Furnished,2.47,14,7,17,16450739
Noida,5,4,2444,1,Unfurnished,11.67,11,11,29,11606674
Karol Bagh,5,2,1099,0,Unfurnished,14.64,19,4,14,5125295
South Extension,1,3,865,1,Furnished,6.48,8,13,30,8644097
South Extension,3,3,812,1,Unfurnished,12.33,18,1,4,6071807
Dwarka,3,2,847,0,Furnished,2.04,13,13,27,5189824
Saket,1,3,2905,1,Semi-Furnished,9.4,19,6,15,13619355
Gurugram,1,2,3556,0,Furnished,3.12,6,16,33,37951513
Pitampura,3,4,1172,0,Unfurnished,2.86,1,4,20,6140579
Saket,3,2,1229,0,Unfurnished,1.11,17,9,11,5714088
Noida,5,4,2839,1,Furnished,8.18,10,14,31,16069823
Rohini,4,1,3075,2,Semi-Furnished,2.7,3,5,21,17813934
Rohini,2,4,3610,0,Furnished,12.51,10,2,13,18549916
Gurugram,4,2,3661,0,Furnished,3.33,0,13,18,40403409
Saket,4,4,3145,2,Semi-Furnished,7.99,4,10,10,17112512
Ghaziabad,5,4,1361,2,Unfurnished,5.46,11,1,11,6615277
Dwarka,5,3,1269,2,Semi-Furnished,6.02,17,3,9,6177574
Vasant Kunj,2,4,921,0,Semi-Furnished,13.63,11,11,14,8291219
Dwarka,2,4,1380,1,Furnished,12.1,1,12,17,7356622
Rohini,1,3,3756,0,Furnished,6.51,15,14,20,20512757
Laxmi Nagar,4,3,2154,0,Unfurnished,8.79,12,5,9,9744902
Gurugram,5,4,1853,2,Furnished,10.16,14,7,21,17721629
Karol Bagh,3,2,2895,0,Unfurnished,6.11,5,12,26,14374171
Pitampura,5,1,3718,2,Unfurnished,6.05,19,15,18,16929385
Pitampura,5,3,1056,2,Unfurnished,8.05,2,16,24,4840102
South Extension,5,1,1516,2,Semi-Furnished,1.92,5,2,10,15612366
Saket,1,1,1951,0,Unfurnished,5.29,15,14,21,9870297
Noida,1,1,805,0,Furnished,2.34,13,16,29,4403640
Saket,1,3,2718,1,Unfurnished,10.42,10,18,30,12548958
Gurugram,4,2,3886,2,Furnished,10.22,18,15,23,36332026
Gurugram,4,4,3028,1,Furnished,14.83,15,3,10,26914712
Vasant Kunj,5,1,647,1,Furnished,9.45,17,2,11,5834463
Gurugram,5,2,674,2,Furnished,11.83,12,18,32,6222005
Ghaziabad,3,3,534,2,Furnished,3.99,13,14,26,2738255
Ghaziabad,1,1,1062,2,Furnished,14.68,18,18,29,5391553
Vasant Kunj,4,4,2479,2,Furnished,5.9,19,17,21,24205306
Saket,3,2,626,2,Semi-Furnished,7.16,5,13,28,3535128
South Extension,3,4,1184,1,Furnished,0.66,7,9,9,12976821
Karol Bagh,3,4,3914,2,Unfurnished,10.66,12,11,28,18239622
Ghaziabad,1,1,812,2,Unfurnished,8.53,12,12,29,3605250
Rohini,3,3,1179,2,Unfurnished,5.65,17,16,35,5616575
Karol Bagh,3,1,744,0,Unfurnished,6.48,7,16,28,3796623
Ghaziabad,1,3,2648,1,Furnished,6.58,16,9,10,14318266
Janakpuri,2,2,796,1,Unfurnished,13.67,5,6,18,3554777
Vasant Kunj,2,4,1270,2,Unfurnished,8.82,0,19,36,11215900
Karol Bagh,1,4,3440,0,Semi-Furnished,4.18,0,4,16,19483832
Vasant Kunj,4,2,990,1,Unfurnished,13.41,1,19,37,8262740
South Extension,3,1,2164,1,Unfurnished,3.12,1,16,27,20854742
Ghaziabad,2,2,844,0,Semi-Furnished,9.11,5,9,24,4247168
Saket,2,2,3089,0,Furnished,3.6,19,9,23,16545791
South Extension,1,1,1660,1,Semi-Furnished,14.02,15,15,17,13622201
Vasant Kunj,4,1,2794,0,Unfurnished,8.69,17,15,16,23301861
Noida,5,4,1437,0,Semi-Furnished,10.94,8,8,10,7368761
Gurugram,1,2,1640,2,Furnished,3.7,9,13,16,16921664
Noida,5,4,1048,1,Semi-Furnished,13.72,8,7,8,4864182
Dwarka,4,3,2138,2,Semi-Furnished,1.71,13,19,23,11080240
Saket,1,3,1287,2,Furnished,2.4,1,13,19,8192346
Rohini,2,3,2105,2,Furnished,5.03,17,11,30,11488655
South Extension,5,3,2249,2,Furnished,0.6,14,16,24,23663540
South Extension,1,4,3498,2,Semi-Furnished,12.77,16,19,24,30143530
Saket,3,1,1667,2,Semi-Furnished,4.38,18,8,25,8242904
Karol Bagh,4,3,2077,0,Furnished,4.89,12,7,16,11255732
Saket,4,1,1017,1,Furnished,14.2,16,14,24,4888386
Noida,3,2,1807,2,Unfurnished,3.07,13,19,34,9406309
Dwarka,3,4,2726,1,Semi-Furnished,12.95,8,13,13,13695552
Gurugram,4,3,878,2,Semi-Furnished,2.95,7,7,7,8785558
Vasant Kunj,4,3,1646,2,Unfurnished,10.31,0,18,21,14936756
Rohini,1,3,882,0,Semi-Furnished,7.18,4,16,18,4910028
Ghaziabad,3,4,3841,2,Furnished,10.73,16,18,35,20090993
Noida,2,3,3650,1,Semi-Furnished,5.57,17,4,11,18571243
Vasant Kunj,3,2,3106,0,Furnished,4.82,7,17,29,32807778
Gurugram,2,2,578,1,Unfurnished,5.49,1,18,24,5017678
South Extension,5,1,1049,1,Semi-Furnished,14.75,1,17,21,9184684
Ghaziabad,1,4,3665,0,Semi-Furnished,7.29,2,5,20,20220170
Saket,2,4,3172,2,Semi-Furnished,7.14,1,4,10,16978589
Janakpuri,1,3,2872,0,Furnished,13.85,15,19,27,14855560
Pitampura,1,1,1949,0,Furnished,2.03,10,4,5,11359805
Vasant Kunj,5,2,2798,1,Semi-Furnished,13.2,6,1,1,24455247
Dwarka,4,4,2672,1,Furnished,1.56,0,10,18,16615399
Saket,4,4,2865,1,Semi-Furnished,1.28,9,17,29,15866153
Saket,2,2,3520,0,Unfurnished,6.94,6,10,26,17480833
Noida,2,3,3753,2,Semi-Furnished,0.96,1,4,6,22151857
Janakpuri,2,2,1819,1,Semi-Furnished,4.1,0,4,17,10646349
Gurugram,4,2,2910,0,Furnished,10.74,13,9,23,27839955
Dwarka,2,3,3238,1,Furnished,5.39,5,8,8,19358372
Saket,1,1,1035,2,Furnished,3.18,2,11,30,5793375
Karol Bagh,5,3,2972,1,Semi-Furnished,2.05,15,18,34,16101776
Rohini,1,3,1633,1,Semi-Furnished,10.91,18,12,13,7315529
Janakpuri,2,1,3444,0,Furnished,8.4,4,1,19,19948256
Vasant Kunj,3,1,2472,2,Furnished,12.88,7,16,16,24127891
Pitampura,3,1,1034,2,Unfurnished,3.39,6,12,26,5262325
Laxmi Nagar,5,4,1729,1,Semi-Furnished,6.96,18,2,11,8895666
Rohini,5,1,3032,1,Semi-Furnished,9.99,8,1,15,15649977
Rohini,2,2,2758,1,Furnished,3.7,0,13,19,17056491
Janakpuri,4,3,3341,0,Semi-Furnished,1.12,12,5,6,18153500
Gurugram,2,1,1347,2,Unfurnished,9.49,15,14,16,11641520
Ghaziabad,3,3,2960,1,Furnished,7.03,8,7,9,16266242
Noida,2,3,2426,0,Unfurnished,5.35,13,6,12,11426023
Noida,2,2,1169,0,Semi-Furnished,6.04,16,1,10,6364022
Pitampura,2,3,2483,0,Furnished,8.13,16,14,31,13217740
South Extension,2,3,3863,1,Semi-Furnished,13.31,14,1,11,32820812
Gurugram,1,1,2723,2,Unfurnished,1.76,8,13,20,25034871
Vasant Kunj,1,1,1227,0,Semi-Furnished,12.81,8,4,20,11064640
Pitampura,5,2,2915,1,Furnished,3.48,10,18,27,16987450
Gurugram,1,2,2077,0,Furnished,9.19,16,9,22,19504900
Janakpuri,5,3,2679,1,Unfurnished,7.78,14,11,22,12331808
Gurugram,5,3,654,2,Furnished,3.64,18,14,30,6150203
Ghaziabad,5,3,2997,0,Semi-Furnished,13.69,16,12,12,14339092
Saket,1,4,3378,2,Unfurnished,6.79,2,8,27,16749626
Dwarka,5,2,2298,1,Furnished,11.25,15,1,17,11448099
Saket,2,2,3011,1,Semi-Furnished,8.96,6,6,21,15447240
South Extension,1,2,3358,1,Furnished,3.46,6,1,13,35776660
Saket,3,4,567,0,Semi-Furnished,6.24,1,14,25,2624485
Karol Bagh,1,4,1229,0,Unfurnished,10.76,1,12,27,6408227
Gurugram,2,2,1980,2,Semi-Furnished,4.01,16,16,17,18315889
Karol Bagh,4,3,3105,2,Semi-Furnished,7.64,7,2,5,16122131
South Extension,3,2,2032,1,Furnished,1.49,3,18,29,22230577
Ghaziabad,3,2,2257,0,Unfurnished,6.21,6,16,34,11483268
Gurugram,4,3,3112,2,Unfurnished,1.72,6,5,15,29706247
Vasant Kunj,3,2,3128,2,Semi-Furnished,11.94,8,15,17,28361464
Pitampura,1,2,904,0,Unfurnished,12.63,5,8,17,4505954
Gurugram,5,3,1130,1,Semi-Furnished,4.34,9,12,17,10435674
Ghaziabad,2,1,3069,1,Furnished,1.97,2,19,19,19230388
Pitampura,4,2,1920,1,Semi-Furnished,6.01,3,18,22,10321282
Saket,2,4,1604,1,Unfurnished,9.08,7,19,29,7620578
Rohini,1,3,3199,0,Furnished,6.41,10,4,13,18174361
Karol Bagh,4,4,1531,0,Unfurnished,6.09,13,16,33,7507023
Pitampura,5,4,1829,1,Semi-Furnished,14.03,6,9,9,8849062
Janakpuri,5,4,585,1,Furnished,13.85,5,17,35,3402831
Dwarka,3,2,3691,0,Furnished,8.01,6,1,18,21142261
Ghaziabad,4,1,1255,1,Unfurnished,3.33,13,10,19,6373573
